ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
10520,23.99,12196,0.58,0.24,0.11,0.03,0.04,4.3,1.1,25.99,12936,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,16338,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,18669,0.59,0.2,0.14,0.05,0.02,4.3,1
10521,27.99,16639,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,12944,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,10725,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,11691,0.77,0.1,0.07,0.01,0.05,4.5,1.1
10522,25.99,10496,0.67,0.21,0.08,0.01,0.03,4.5,0.8,25.99,14082,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,11404,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,17840,0.63,0.22,0.02,0.06,0.07,4.3,1.4
10523,23.99,10167,0.66,0.22,0.04,0.01,0.07,4.4,1.2,23.99,16741,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,10102,0.78,0.08,0.03,0.05,0.06,4.5,1.3,14.99,15179,0.78,0.08,0.03,0.05,0.06,4.5,1.3
10524,25.99,14803,0.64,0.13,0.12,0.1,0.01,4.3,1.2,25.99,19666,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,17049,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,19637,0.51,0.33,0.11,0.03,0.02,4.3,0.8
10525,23.99,11040,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,16542,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,14591,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,14735,0.78,0.08,0.03,0.05,0.06,4.5,1.3
10526,27.99,12640,0.67,0.21,0.08,0.01,0.03,4.5,0.8,27.99,13850,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,10344,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,18263,0.7,0.09,0.08,0.07,0.06,4.3,1.5
10527,27.99,12880,0.58,0.24,0.11,0.03,0.04,4.3,1.1,25.99,18842,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,11565,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,16526,0.59,0.2,0.14,0.05,0.02,4.3,1
10528,27.99,18064,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,10058,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,15332,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,17415,0.63,0.22,0.02,0.06,0.07,4.3,1.4
10529,25.99,10588,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,11092,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,18623,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,11606,0.66,0.22,0.04,0.01,0.07,4.4,1.2
10530,23.99,18972,0.71,0.18,0.05,0.03,0.03,4.5,0.9,25.99,18173,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,16862,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,15132,0.76,0.1,0.06,0.06,0.02,4.5,1
10531,23.99,15930,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,19318,0.53,0.34,0.11,0.01,0.01,4.4,0.6,14.99,16160,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,11269,0.56,0.25,0.14,0.03,0.02,4.3,0.9
10532,25.99,19041,0.66,0.22,0.04,0.01,0.07,4.4,1.2,27.99,17517,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,10670,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,17586,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10533,27.99,12293,0.56,0.25,0.14,0.03,0.02,4.3,0.9,23.99,12755,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,10767,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,17155,0.71,0.18,0.05,0.03,0.03,4.5,0.9
10534,23.99,15703,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,18312,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,18893,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,14836,0.78,0.08,0.03,0.05,0.06,4.5,1.3
10535,27.99,17992,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,12114,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,10815,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,11795,0.65,0.25,0.07,0.01,0.02,4.5,0.7
10536,23.99,19515,0.63,0.22,0.02,0.06,0.07,4.3,1.4,23.99,16294,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,17245,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,13586,0.46,0.44,0.05,0.03,0.02,4.3,0.7
10537,25.99,16375,0.64,0.13,0.12,0.1,0.01,4.3,1.2,27.99,16480,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,12945,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,12113,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10538,25.99,13755,0.67,0.16,0.1,0.03,0.04,4.4,1.1,23.99,13004,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,13365,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,17093,0.66,0.22,0.04,0.01,0.07,4.4,1.2
10539,27.99,14444,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,10734,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,13006,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,11781,0.72,0.11,0.08,0.03,0.06,4.4,1.3
10540,25.99,16824,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,11280,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,14011,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,12733,0.67,0.21,0.08,0.01,0.03,4.5,0.8
10541,23.99,19840,0.85,0.03,0.02,0.01,0.09,4.5,1.5,27.99,18313,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,15583,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,11640,0.56,0.25,0.14,0.03,0.02,4.3,0.9
10542,23.99,18300,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,15383,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,11849,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,17411,0.59,0.2,0.14,0.05,0.02,4.3,1
10543,27.99,16992,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,12388,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,16300,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,11695,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10544,25.99,11127,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,17739,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,10084,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,17045,0.72,0.11,0.08,0.03,0.06,4.4,1.3
10545,23.99,11082,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,12516,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,11522,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,19847,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10546,25.99,10820,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,14976,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,19839,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,14064,0.79,0.1,0.01,0.01,0.09,4.5,1.4
10547,27.99,14989,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,12364,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,12145,0.64,0.23,0.06,0.04,0.03,4.4,1,12.99,16826,0.57,0.33,0.05,0.02,0.03,4.4,0.8
10548,23.99,19622,0.6,0.29,0.05,0.02,0.04,4.4,0.9,27.99,11862,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,15591,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,12714,0.56,0.25,0.14,0.03,0.02,4.3,0.9
10549,27.99,10028,0.6,0.29,0.05,0.02,0.04,4.4,0.9,27.99,18037,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,13055,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,17961,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10550,27.99,10498,0.79,0.1,0.01,0.01,0.09,4.5,1.4,23.99,19339,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,14950,0.53,0.34,0.11,0.01,0.01,4.4,0.6,14.99,16636,0.64,0.23,0.06,0.04,0.03,4.4,1
10551,23.99,11146,0.61,0.24,0.04,0.05,0.06,4.3,1.3,23.99,15470,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,14676,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,15553,0.53,0.34,0.11,0.01,0.01,4.4,0.6
10552,27.99,13123,0.67,0.21,0.08,0.01,0.03,4.5,0.8,23.99,11420,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,16412,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,12144,0.78,0.08,0.03,0.05,0.06,4.5,1.3
10553,25.99,19619,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,13433,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,14491,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,11966,0.73,0.11,0.05,0.04,0.07,4.4,1.4
10554,23.99,14615,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,11068,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,15062,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,18440,0.77,0.1,0.07,0.01,0.05,4.5,1.1
10555,25.99,18449,0.77,0.1,0.07,0.01,0.05,4.5,1.1,23.99,18296,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,16556,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,15653,0.51,0.33,0.11,0.03,0.02,4.3,0.8
10556,27.99,17737,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,11791,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,13658,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,12599,0.71,0.18,0.05,0.03,0.03,4.5,0.9
10557,23.99,14438,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,18690,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,16665,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,18455,0.76,0.14,0.01,0.03,0.06,4.5,1.2
10558,23.99,12627,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,14519,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,17060,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,19640,0.7,0.09,0.08,0.07,0.06,4.3,1.5
10559,23.99,14684,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,16300,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,17053,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,15975,0.76,0.1,0.06,0.06,0.02,4.5,1
10560,25.99,10632,0.46,0.42,0.1,0.01,0.01,4.3,0.6,25.99,16744,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,13056,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,18736,0.64,0.23,0.06,0.04,0.03,4.4,1
10561,27.99,16919,0.65,0.25,0.08,0.01,0.01,4.5,0.6,27.99,16262,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,19022,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,12188,0.67,0.21,0.08,0.01,0.03,4.5,0.8
10562,27.99,19369,0.59,0.2,0.14,0.05,0.02,4.3,1,27.99,10121,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,14428,0.53,0.34,0.11,0.01,0.01,4.4,0.6,16.99,15309,0.76,0.14,0.01,0.03,0.06,4.5,1.2
10563,27.99,15547,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,17728,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,13419,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,19567,0.6,0.29,0.05,0.02,0.04,4.4,0.9
10564,23.99,11048,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,18361,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,12216,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,12182,0.59,0.2,0.14,0.05,0.02,4.3,1
10565,27.99,12670,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,19907,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,13323,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,10780,0.76,0.14,0.01,0.03,0.06,4.5,1.2
10566,23.99,13339,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,14970,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,13245,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,13146,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10567,25.99,14706,0.61,0.24,0.04,0.05,0.06,4.3,1.3,23.99,15282,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,17986,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,15359,0.73,0.11,0.05,0.04,0.07,4.4,1.4
10568,25.99,10082,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,13805,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,14370,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,18057,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10569,27.99,11004,0.71,0.18,0.05,0.03,0.03,4.5,0.9,25.99,11188,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,15467,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,18296,0.66,0.22,0.04,0.01,0.07,4.4,1.2
10570,23.99,12468,0.65,0.25,0.08,0.01,0.01,4.5,0.6,27.99,18872,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,17615,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,12190,0.51,0.33,0.11,0.03,0.02,4.3,0.8
10571,25.99,19018,0.58,0.24,0.11,0.03,0.04,4.3,1.1,25.99,19438,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,14504,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,16940,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10572,25.99,19099,0.61,0.24,0.04,0.05,0.06,4.3,1.3,25.99,14000,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,13065,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,10251,0.7,0.09,0.08,0.07,0.06,4.3,1.5
10573,25.99,13406,0.77,0.1,0.07,0.01,0.05,4.5,1.1,25.99,19634,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,17947,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,18425,0.6,0.29,0.05,0.02,0.04,4.4,0.9
10574,27.99,19689,0.67,0.21,0.08,0.01,0.03,4.5,0.8,25.99,11582,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,13626,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,12303,0.73,0.11,0.05,0.04,0.07,4.4,1.4
10575,23.99,10226,0.58,0.24,0.11,0.03,0.04,4.3,1.1,27.99,19316,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,11628,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,18991,0.61,0.24,0.04,0.05,0.06,4.3,1.3
10576,23.99,16266,0.71,0.18,0.05,0.03,0.03,4.5,0.9,25.99,12219,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,17498,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,16096,0.67,0.16,0.1,0.03,0.04,4.4,1.1
10577,25.99,13859,0.53,0.34,0.11,0.01,0.01,4.4,0.6,25.99,17406,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,16879,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,13193,0.79,0.1,0.01,0.01,0.09,4.5,1.4
10578,23.99,19574,0.64,0.13,0.12,0.1,0.01,4.3,1.2,25.99,13606,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,14375,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,14139,0.79,0.1,0.01,0.01,0.09,4.5,1.4
10579,27.99,11448,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,19990,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,18457,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,14071,0.58,0.24,0.11,0.03,0.04,4.3,1.1
10580,23.99,10882,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,16098,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,15861,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,17144,0.72,0.11,0.08,0.03,0.06,4.4,1.3
10581,23.99,10545,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,17773,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,11920,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,11055,0.56,0.35,0.04,0.04,0.01,4.4,0.7
10582,23.99,10752,0.53,0.34,0.11,0.01,0.01,4.4,0.6,27.99,16757,0.64,0.23,0.06,0.04,0.03,4.4,1,12.99,10519,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,18739,0.57,0.33,0.05,0.02,0.03,4.4,0.8
10583,27.99,15965,0.56,0.25,0.14,0.03,0.02,4.3,0.9,23.99,12540,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,13361,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,18883,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10584,25.99,19322,0.63,0.22,0.02,0.06,0.07,4.3,1.4,25.99,16321,0.65,0.25,0.07,0.01,0.02,4.5,0.7,12.99,11038,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,17789,0.56,0.25,0.14,0.03,0.02,4.3,0.9
10585,27.99,15837,0.57,0.33,0.05,0.02,0.03,4.4,0.8,23.99,11884,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,19852,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,19605,0.72,0.11,0.08,0.03,0.06,4.4,1.3
10586,27.99,10713,0.63,0.22,0.02,0.06,0.07,4.3,1.4,27.99,12937,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,15380,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,18978,0.78,0.08,0.03,0.05,0.06,4.5,1.3
10587,25.99,16795,0.7,0.09,0.08,0.07,0.06,4.3,1.5,27.99,12890,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,19867,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,11929,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10588,23.99,16715,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,13239,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,15228,0.65,0.25,0.07,0.01,0.02,4.5,0.7,12.99,17258,0.46,0.42,0.1,0.01,0.01,4.3,0.6
10589,27.99,13135,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,15831,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,19744,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,15907,0.56,0.25,0.14,0.03,0.02,4.3,0.9
10590,27.99,13406,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,12179,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,18429,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,16218,0.56,0.35,0.04,0.04,0.01,4.4,0.7
10591,23.99,19252,0.65,0.25,0.08,0.01,0.01,4.5,0.6,23.99,16821,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,11111,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,11214,0.46,0.44,0.05,0.03,0.02,4.3,0.7
10592,25.99,16963,0.72,0.11,0.08,0.03,0.06,4.4,1.3,27.99,12471,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,19116,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,18076,0.59,0.2,0.14,0.05,0.02,4.3,1
10593,27.99,15623,0.64,0.23,0.06,0.04,0.03,4.4,1,25.99,14743,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,19326,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,15312,0.65,0.25,0.08,0.01,0.01,4.5,0.6
10594,23.99,19274,0.66,0.22,0.04,0.01,0.07,4.4,1.2,23.99,15377,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,14427,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,13775,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10595,23.99,19818,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,14416,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,18389,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,14331,0.65,0.25,0.08,0.01,0.01,4.5,0.6
10596,25.99,15755,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,15360,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,17354,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,15201,0.56,0.35,0.04,0.04,0.01,4.4,0.7
10597,27.99,14186,0.64,0.13,0.12,0.1,0.01,4.3,1.2,25.99,19943,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,18616,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,17580,0.67,0.16,0.1,0.03,0.04,4.4,1.1
10598,27.99,13591,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,18777,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,14008,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,12632,0.6,0.29,0.05,0.02,0.04,4.4,0.9
10599,23.99,14650,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,14983,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,14431,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,12468,0.79,0.1,0.01,0.01,0.09,4.5,1.4
10600,27.99,15029,0.46,0.44,0.05,0.03,0.02,4.3,0.7,25.99,18477,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,12239,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,19846,0.71,0.18,0.05,0.03,0.03,4.5,0.9
10601,23.99,18825,0.77,0.1,0.07,0.01,0.05,4.5,1.1,23.99,14018,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,15283,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,11642,0.6,0.29,0.05,0.02,0.04,4.4,0.9
10602,27.99,18397,0.51,0.33,0.11,0.03,0.02,4.3,0.8,23.99,15629,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,18256,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,14524,0.64,0.23,0.06,0.04,0.03,4.4,1
10603,23.99,12729,0.64,0.23,0.06,0.04,0.03,4.4,1,25.99,19306,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,15866,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,16191,0.65,0.25,0.08,0.01,0.01,4.5,0.6
10604,23.99,15666,0.79,0.1,0.01,0.01,0.09,4.5,1.4,27.99,12220,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,16637,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,14476,0.63,0.22,0.02,0.06,0.07,4.3,1.4
10605,25.99,19913,0.71,0.18,0.05,0.03,0.03,4.5,0.9,27.99,14559,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,15907,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,12719,0.67,0.16,0.1,0.03,0.04,4.4,1.1
10606,27.99,16784,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,19659,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,17191,0.65,0.25,0.07,0.01,0.02,4.5,0.7,12.99,16210,0.64,0.23,0.06,0.04,0.03,4.4,1
10607,25.99,11129,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,16388,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,19224,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,14427,0.77,0.1,0.07,0.01,0.05,4.5,1.1
10608,27.99,14044,0.76,0.1,0.06,0.06,0.02,4.5,1,25.99,12295,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,11953,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,17486,0.72,0.11,0.08,0.03,0.06,4.4,1.3
10609,25.99,19412,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,14253,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,14998,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,14846,0.7,0.09,0.08,0.07,0.06,4.3,1.5
10610,27.99,12988,0.64,0.13,0.12,0.1,0.01,4.3,1.2,23.99,14590,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,13579,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,14909,0.56,0.35,0.04,0.04,0.01,4.4,0.7
10611,25.99,14108,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,11324,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,10818,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,15303,0.64,0.13,0.12,0.1,0.01,4.3,1.2
10612,23.99,16489,0.73,0.11,0.05,0.04,0.07,4.4,1.4,25.99,10580,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,15721,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,19320,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10613,23.99,13164,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,14809,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,19969,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,16237,0.85,0.03,0.02,0.01,0.09,4.5,1.5
10614,25.99,11502,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,16997,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,18024,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,19980,0.46,0.44,0.05,0.03,0.02,4.3,0.7
10615,25.99,16782,0.76,0.14,0.01,0.03,0.06,4.5,1.2,27.99,19804,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,15314,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,17178,0.63,0.22,0.02,0.06,0.07,4.3,1.4
10616,27.99,10502,0.59,0.2,0.14,0.05,0.02,4.3,1,27.99,17228,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,10244,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,16033,0.53,0.34,0.11,0.01,0.01,4.4,0.6
