ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
11326,28.99,18217,0.7,0.18,0.06,0.05,0.01,4.5,0.81,24.99,13311,0.76,0.08,0.04,0.02,0.1,4.4,1.64,15.99,7581,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,18674,0.82,0.09,0.01,0.03,0.05,4.6,1
11341,28.99,18173,0.73,0.19,0.04,0.03,0.01,4.6,0.58,24.99,16864,0.69,0.18,0.07,0.02,0.04,4.5,0.93,17.99,18881,0.68,0.19,0.04,0.02,0.07,4.4,1.27,16.99,5815,0.77,0.11,0.07,0.04,0.01,4.6,0.74
11342,24.99,14479,0.82,0.07,0.04,0.03,0.04,4.6,0.97,24.99,12092,0.73,0.19,0.04,0.03,0.01,4.6,0.58,16.99,14520,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,16967,0.75,0.18,0.01,0.03,0.03,4.6,0.81
11354,26.99,19309,0.62,0.24,0.08,0.05,0.01,4.4,0.86,28.99,13308,0.66,0.22,0.09,0.02,0.01,4.5,0.7,17.99,15840,0.83,0.05,0.05,0.03,0.04,4.6,1.04,16.99,12763,0.74,0.1,0.07,0.02,0.07,4.4,1.36
11355,26.99,6801,0.73,0.19,0.04,0.03,0.01,4.6,0.58,24.99,12806,0.64,0.26,0.02,0.01,0.07,4.4,1.15,17.99,12738,0.75,0.12,0.1,0.02,0.01,4.6,0.65,16.99,17034,0.6,0.28,0.08,0.02,0.02,4.4,0.76
11364,28.99,10987,0.7,0.2,0.05,0.01,0.04,4.5,0.9,24.99,18936,0.52,0.4,0.03,0.03,0.02,4.4,0.66,15.99,12927,0.82,0.05,0.02,0.01,0.1,4.5,1.5,16.99,19652,0.6,0.32,0.01,0.03,0.04,4.4,0.95
11368,28.99,16918,0.76,0.08,0.04,0.02,0.1,4.4,1.64,26.99,8712,0.75,0.17,0.03,0.02,0.03,4.6,0.79,17.99,15054,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,18424,0.65,0.25,0.07,0.01,0.02,4.5,0.67
11369,24.99,13868,0.65,0.22,0.05,0.05,0.03,4.4,0.99,28.99,8344,0.78,0.15,0.02,0.01,0.04,4.6,0.89,16.99,6678,0.78,0.15,0.02,0.01,0.04,4.6,0.89,17.99,13300,0.72,0.15,0.07,0.02,0.04,4.5,1.02
11379,26.99,18580,0.6,0.28,0.08,0.02,0.02,4.4,0.76,24.99,7958,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,12911,0.68,0.18,0.05,0.03,0.06,4.4,1.22,16.99,10101,0.65,0.25,0.07,0.01,0.02,4.5,0.67
11382,28.99,16162,0.72,0.14,0.07,0.04,0.03,4.5,0.98,26.99,10651,0.82,0.05,0.02,0.01,0.1,4.5,1.5,17.99,16598,0.82,0.05,0.02,0.01,0.1,4.5,1.5,16.99,16517,0.62,0.26,0.05,0.02,0.05,4.4,1.05
11397,26.99,5588,0.64,0.26,0.02,0.01,0.07,4.4,1.15,28.99,7834,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,15355,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,18645,0.62,0.24,0.08,0.05,0.01,4.4,0.86
11405,26.99,5445,0.7,0.18,0.06,0.05,0.01,4.5,0.81,24.99,7191,0.62,0.27,0.04,0.02,0.05,4.4,1.02,15.99,7292,0.72,0.14,0.07,0.04,0.03,4.5,0.98,17.99,18448,0.71,0.17,0.01,0.02,0.09,4.4,1.43
11415,28.99,7627,0.69,0.2,0.01,0.03,0.07,4.4,1.31,28.99,7433,0.69,0.2,0.01,0.03,0.07,4.4,1.31,15.99,11388,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,6853,0.75,0.18,0.03,0.01,0.03,4.6,0.71
11418,24.99,17112,0.68,0.18,0.05,0.03,0.06,4.4,1.22,28.99,12967,0.81,0.08,0.06,0.01,0.04,4.6,0.93,17.99,15136,0.74,0.1,0.07,0.02,0.07,4.4,1.36,16.99,5818,0.82,0.01,0.01,0.07,0.09,4.4,1.74
11420,28.99,15990,0.75,0.18,0.03,0.01,0.03,4.6,0.71,26.99,7676,0.76,0.08,0.04,0.02,0.1,4.4,1.64,16.99,18830,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,5199,0.75,0.12,0.1,0.02,0.01,4.6,0.65
11421,24.99,12650,0.77,0.13,0.06,0.03,0.01,4.6,0.68,24.99,19748,0.82,0.01,0.01,0.07,0.09,4.4,1.74,15.99,17213,0.66,0.22,0.09,0.02,0.01,4.5,0.7,17.99,8509,0.71,0.23,0.03,0.02,0.01,4.6,0.53
11426,24.99,5213,0.76,0.08,0.02,0.06,0.08,4.4,1.54,24.99,7744,0.6,0.32,0.01,0.03,0.04,4.4,0.95,15.99,7553,0.73,0.16,0.04,0.01,0.06,4.5,1.1,16.99,19550,0.73,0.15,0.01,0.02,0.09,4.4,1.49
11428,28.99,10303,0.77,0.13,0.06,0.03,0.01,4.6,0.68,26.99,5824,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,7752,0.75,0.12,0.1,0.02,0.01,4.6,0.65,16.99,13646,0.65,0.25,0.07,0.01,0.02,4.5,0.67
11430,26.99,8083,0.64,0.24,0.1,0.01,0.01,4.5,0.61,28.99,19565,0.71,0.17,0.01,0.02,0.09,4.4,1.43,17.99,10268,0.71,0.23,0.03,0.02,0.01,4.6,0.53,17.99,19604,0.82,0.01,0.01,0.07,0.09,4.4,1.74
11450,24.99,12192,0.83,0.05,0.05,0.03,0.04,4.6,1.04,24.99,9759,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,12126,0.64,0.26,0.02,0.01,0.07,4.4,1.15,15.99,6917,0.52,0.4,0.03,0.03,0.02,4.4,0.66
11451,24.99,16645,0.6,0.28,0.08,0.02,0.02,4.4,0.76,28.99,5795,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,19156,0.69,0.2,0.01,0.03,0.07,4.4,1.31,17.99,18758,0.69,0.18,0.07,0.02,0.04,4.5,0.93
11452,24.99,6609,0.75,0.17,0.03,0.02,0.03,4.6,0.79,24.99,8293,0.78,0.15,0.02,0.01,0.04,4.6,0.89,17.99,6816,0.81,0.08,0.06,0.01,0.04,4.6,0.93,15.99,15908,0.68,0.18,0.05,0.03,0.06,4.4,1.22
11457,26.99,16095,0.68,0.18,0.05,0.03,0.06,4.4,1.22,24.99,10034,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,18808,0.76,0.08,0.04,0.02,0.1,4.4,1.64,17.99,11678,0.73,0.16,0.04,0.01,0.06,4.5,1.1
11463,24.99,9846,0.69,0.2,0.01,0.03,0.07,4.4,1.31,26.99,10327,0.7,0.18,0.06,0.05,0.01,4.5,0.81,15.99,19517,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,16011,0.75,0.18,0.01,0.03,0.03,4.6,0.81
11465,28.99,7074,0.86,0.03,0.01,0.04,0.06,4.6,1.22,26.99,18344,0.62,0.26,0.05,0.02,0.05,4.4,1.05,15.99,17769,0.76,0.08,0.04,0.02,0.1,4.4,1.64,16.99,16504,0.83,0.07,0.01,0.02,0.07,4.6,1.19
11470,24.99,15130,0.77,0.12,0.01,0.05,0.05,4.5,1.21,26.99,8578,0.83,0.05,0.05,0.03,0.04,4.6,1.04,17.99,8456,0.74,0.18,0.02,0.03,0.03,4.6,0.77,17.99,7510,0.75,0.18,0.03,0.01,0.03,4.6,0.71
11480,28.99,5357,0.77,0.13,0.01,0.01,0.08,4.5,1.29,28.99,14751,0.71,0.17,0.01,0.02,0.09,4.4,1.43,15.99,17883,0.65,0.25,0.07,0.01,0.02,4.5,0.67,17.99,8146,0.71,0.23,0.03,0.02,0.01,4.6,0.53
11482,24.99,7148,0.83,0.05,0.03,0.04,0.05,4.6,1.1,26.99,15138,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,17814,0.62,0.26,0.05,0.02,0.05,4.4,1.05,17.99,9275,0.77,0.13,0.01,0.01,0.08,4.5,1.29
11484,26.99,10755,0.7,0.2,0.05,0.01,0.04,4.5,0.9,28.99,15847,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,14759,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,13600,0.74,0.1,0.07,0.02,0.07,4.4,1.36
11496,24.99,13256,0.62,0.24,0.08,0.05,0.01,4.4,0.86,24.99,11565,0.68,0.18,0.05,0.03,0.06,4.4,1.22,17.99,18793,0.77,0.12,0.01,0.05,0.05,4.5,1.21,17.99,11108,0.86,0.03,0.01,0.04,0.06,4.6,1.22
11517,26.99,9850,0.82,0.05,0.02,0.01,0.1,4.5,1.5,28.99,18627,0.7,0.2,0.05,0.01,0.04,4.5,0.9,15.99,11081,0.64,0.24,0.1,0.01,0.01,4.5,0.61,15.99,11643,0.72,0.14,0.07,0.04,0.03,4.5,0.98
11519,26.99,19009,0.52,0.4,0.03,0.03,0.02,4.4,0.66,28.99,15322,0.73,0.16,0.04,0.01,0.06,4.5,1.1,17.99,13090,0.81,0.08,0.06,0.01,0.04,4.6,0.93,16.99,10911,0.77,0.13,0.01,0.01,0.08,4.5,1.29
11521,28.99,7570,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,5513,0.76,0.08,0.04,0.02,0.1,4.4,1.64,16.99,9067,0.72,0.15,0.07,0.02,0.04,4.5,1.02,17.99,15867,0.72,0.13,0.11,0.01,0.03,4.5,0.87
11524,26.99,12615,0.62,0.26,0.05,0.02,0.05,4.4,1.05,28.99,18763,0.65,0.22,0.05,0.05,0.03,4.4,0.99,15.99,13463,0.77,0.12,0.01,0.05,0.05,4.5,1.21,17.99,18949,0.71,0.23,0.03,0.02,0.01,4.6,0.53
11528,24.99,18541,0.62,0.24,0.08,0.05,0.01,4.4,0.86,24.99,13369,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,10252,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,6191,0.73,0.19,0.04,0.03,0.01,4.6,0.58
11535,24.99,17832,0.74,0.14,0.05,0.03,0.04,4.5,1.06,26.99,9521,0.81,0.08,0.06,0.01,0.04,4.6,0.93,16.99,9127,0.77,0.12,0.05,0.03,0.03,4.6,0.86,16.99,14667,0.74,0.14,0.05,0.03,0.04,4.5,1.06
11540,26.99,6166,0.77,0.11,0.07,0.04,0.01,4.6,0.74,28.99,14429,0.66,0.22,0.09,0.02,0.01,4.5,0.7,17.99,19006,0.7,0.18,0.06,0.05,0.01,4.5,0.81,17.99,12626,0.75,0.18,0.03,0.01,0.03,4.6,0.71
11546,24.99,6028,0.77,0.13,0.01,0.01,0.08,4.5,1.29,24.99,13766,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,19656,0.81,0.08,0.06,0.01,0.04,4.6,0.93,16.99,14704,0.77,0.12,0.05,0.03,0.03,4.6,0.86
11547,26.99,5086,0.78,0.07,0.06,0.05,0.04,4.5,1.15,24.99,12348,0.6,0.32,0.01,0.03,0.04,4.4,0.95,16.99,6340,0.83,0.05,0.03,0.04,0.05,4.6,1.1,15.99,8384,0.69,0.18,0.07,0.02,0.04,4.5,0.93
11549,26.99,10736,0.64,0.24,0.1,0.01,0.01,4.5,0.61,26.99,17070,0.65,0.19,0.11,0.03,0.02,4.4,0.91,16.99,17628,0.76,0.08,0.04,0.02,0.1,4.4,1.64,17.99,5330,0.82,0.03,0.04,0.05,0.06,4.5,1.36
11550,26.99,7598,0.72,0.14,0.07,0.04,0.03,4.5,0.98,26.99,12921,0.68,0.19,0.04,0.02,0.07,4.4,1.27,16.99,14172,0.74,0.14,0.05,0.03,0.04,4.5,1.06,16.99,8154,0.83,0.05,0.05,0.03,0.04,4.6,1.04
11556,28.99,13404,0.77,0.13,0.05,0.02,0.03,4.6,0.84,28.99,13278,0.77,0.12,0.05,0.03,0.03,4.6,0.86,17.99,19336,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,13744,0.65,0.19,0.11,0.03,0.02,4.4,0.91
11557,28.99,12512,0.77,0.13,0.06,0.03,0.01,4.6,0.68,28.99,13619,0.83,0.05,0.03,0.04,0.05,4.6,1.1,15.99,9152,0.82,0.01,0.01,0.07,0.09,4.4,1.74,16.99,18521,0.7,0.18,0.06,0.05,0.01,4.5,0.81
11560,28.99,8250,0.83,0.05,0.05,0.03,0.04,4.6,1.04,28.99,8949,0.86,0.03,0.01,0.04,0.06,4.6,1.22,15.99,8507,0.75,0.18,0.03,0.01,0.03,4.6,0.71,15.99,17992,0.77,0.12,0.01,0.05,0.05,4.5,1.21
11569,26.99,14523,0.75,0.18,0.03,0.01,0.03,4.6,0.71,24.99,16695,0.69,0.2,0.01,0.03,0.07,4.4,1.31,15.99,18411,0.68,0.19,0.04,0.02,0.07,4.4,1.27,15.99,6226,0.72,0.15,0.07,0.02,0.04,4.5,1.02
11572,26.99,16702,0.62,0.26,0.05,0.02,0.05,4.4,1.05,26.99,14079,0.62,0.27,0.04,0.02,0.05,4.4,1.02,17.99,18155,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,7631,0.68,0.18,0.05,0.03,0.06,4.4,1.22
11583,26.99,5946,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,8992,0.86,0.03,0.01,0.04,0.06,4.6,1.22,16.99,10653,0.76,0.08,0.02,0.06,0.08,4.4,1.54,17.99,15636,0.83,0.07,0.01,0.02,0.07,4.6,1.19
11585,26.99,15072,0.78,0.15,0.02,0.01,0.04,4.6,0.89,24.99,14849,0.69,0.18,0.07,0.02,0.04,4.5,0.93,17.99,18096,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,17087,0.82,0.09,0.01,0.03,0.05,4.6,1
11592,24.99,10524,0.77,0.12,0.05,0.03,0.03,4.6,0.86,24.99,13570,0.75,0.17,0.03,0.02,0.03,4.6,0.79,17.99,14699,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,8783,0.69,0.2,0.01,0.03,0.07,4.4,1.31
11598,24.99,7367,0.81,0.08,0.06,0.01,0.04,4.6,0.93,24.99,13940,0.71,0.17,0.01,0.02,0.09,4.4,1.43,17.99,6811,0.77,0.13,0.06,0.03,0.01,4.6,0.68,15.99,19235,0.65,0.19,0.11,0.03,0.02,4.4,0.91
11614,26.99,12164,0.65,0.22,0.05,0.05,0.03,4.4,0.99,26.99,8905,0.65,0.22,0.05,0.05,0.03,4.4,0.99,17.99,8257,0.62,0.32,0.01,0.02,0.03,4.5,0.74,16.99,9778,0.82,0.01,0.01,0.07,0.09,4.4,1.74
11619,24.99,13633,0.71,0.17,0.01,0.02,0.09,4.4,1.43,26.99,8265,0.73,0.19,0.04,0.03,0.01,4.6,0.58,15.99,8018,0.62,0.27,0.04,0.02,0.05,4.4,1.02,15.99,5969,0.62,0.26,0.05,0.02,0.05,4.4,1.05
11625,28.99,7291,0.81,0.08,0.06,0.01,0.04,4.6,0.93,26.99,15156,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,15562,0.7,0.18,0.06,0.05,0.01,4.5,0.81,15.99,14123,0.7,0.18,0.06,0.05,0.01,4.5,0.81
11627,28.99,13301,0.74,0.14,0.05,0.03,0.04,4.5,1.06,24.99,5263,0.62,0.24,0.08,0.05,0.01,4.4,0.86,17.99,7473,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,14387,0.62,0.27,0.04,0.02,0.05,4.4,1.02
11628,26.99,13651,0.82,0.09,0.01,0.03,0.05,4.6,1,24.99,9329,0.61,0.26,0.08,0.04,0.01,4.4,0.8,16.99,9885,0.69,0.14,0.14,0.02,0.01,4.5,0.77,17.99,15494,0.68,0.19,0.04,0.02,0.07,4.4,1.27
11635,28.99,17442,0.52,0.4,0.03,0.03,0.02,4.4,0.66,24.99,6482,0.69,0.18,0.07,0.02,0.04,4.5,0.93,17.99,10487,0.83,0.05,0.05,0.03,0.04,4.6,1.04,15.99,16971,0.65,0.19,0.11,0.03,0.02,4.4,0.91
11649,26.99,7865,0.73,0.19,0.04,0.03,0.01,4.6,0.58,24.99,13504,0.65,0.22,0.05,0.05,0.03,4.4,0.99,15.99,15984,0.6,0.28,0.08,0.02,0.02,4.4,0.76,17.99,7487,0.77,0.12,0.05,0.03,0.03,4.6,0.86
11652,24.99,5625,0.77,0.11,0.07,0.04,0.01,4.6,0.74,26.99,14650,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,12336,0.69,0.14,0.14,0.02,0.01,4.5,0.77,16.99,14715,0.73,0.16,0.04,0.01,0.06,4.5,1.1
11658,28.99,18275,0.78,0.15,0.02,0.01,0.04,4.6,0.89,24.99,19513,0.7,0.2,0.05,0.01,0.04,4.5,0.9,15.99,8379,0.74,0.18,0.02,0.03,0.03,4.6,0.77,16.99,17396,0.61,0.26,0.08,0.04,0.01,4.4,0.8
11664,28.99,19015,0.64,0.26,0.02,0.01,0.07,4.4,1.15,24.99,11617,0.82,0.03,0.04,0.05,0.06,4.5,1.36,17.99,15928,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,14951,0.76,0.08,0.04,0.02,0.1,4.4,1.64
11668,28.99,12994,0.6,0.32,0.01,0.03,0.04,4.4,0.95,26.99,7161,0.64,0.26,0.02,0.01,0.07,4.4,1.15,16.99,13166,0.82,0.01,0.01,0.07,0.09,4.4,1.74,17.99,6968,0.86,0.03,0.01,0.04,0.06,4.6,1.22
11683,28.99,18087,0.71,0.23,0.03,0.02,0.01,4.6,0.53,26.99,18431,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,16257,0.75,0.18,0.03,0.01,0.03,4.6,0.71,16.99,18385,0.77,0.13,0.05,0.02,0.03,4.6,0.84
11686,24.99,16288,0.66,0.22,0.09,0.02,0.01,4.5,0.7,28.99,16284,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,14052,0.76,0.08,0.04,0.02,0.1,4.4,1.64,16.99,15346,0.77,0.13,0.05,0.02,0.03,4.6,0.84
11694,26.99,7464,0.73,0.16,0.04,0.01,0.06,4.5,1.1,24.99,13414,0.61,0.26,0.08,0.04,0.01,4.4,0.8,17.99,11108,0.75,0.12,0.1,0.02,0.01,4.6,0.65,16.99,19394,0.62,0.26,0.05,0.02,0.05,4.4,1.05
11696,24.99,9178,0.73,0.15,0.01,0.02,0.09,4.4,1.49,28.99,19766,0.77,0.11,0.07,0.04,0.01,4.6,0.74,15.99,17146,0.82,0.01,0.01,0.07,0.09,4.4,1.74,16.99,19292,0.75,0.17,0.03,0.02,0.03,4.6,0.79
11712,26.99,16649,0.73,0.16,0.04,0.01,0.06,4.5,1.1,26.99,6653,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,18994,0.65,0.25,0.07,0.01,0.02,4.5,0.67,16.99,12409,0.82,0.09,0.01,0.03,0.05,4.6,1
11737,24.99,9188,0.78,0.07,0.06,0.05,0.04,4.5,1.15,26.99,5524,0.81,0.08,0.06,0.01,0.04,4.6,0.93,17.99,10479,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,11572,0.83,0.07,0.01,0.02,0.07,4.6,1.19
11738,28.99,9523,0.75,0.17,0.03,0.02,0.03,4.6,0.79,26.99,11808,0.74,0.14,0.05,0.03,0.04,4.5,1.06,15.99,17175,0.69,0.2,0.01,0.03,0.07,4.4,1.31,16.99,16432,0.74,0.14,0.05,0.03,0.04,4.5,1.06
11744,24.99,7121,0.77,0.12,0.05,0.03,0.03,4.6,0.86,26.99,16458,0.62,0.26,0.05,0.02,0.05,4.4,1.05,16.99,13847,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,13697,0.78,0.07,0.06,0.05,0.04,4.5,1.15
11750,28.99,7913,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,12754,0.74,0.1,0.07,0.02,0.07,4.4,1.36,15.99,8703,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,19102,0.65,0.22,0.05,0.05,0.03,4.4,0.99
11756,28.99,18130,0.69,0.18,0.07,0.02,0.04,4.5,0.93,28.99,15068,0.72,0.15,0.07,0.02,0.04,4.5,1.02,16.99,6863,0.74,0.1,0.07,0.02,0.07,4.4,1.36,17.99,17563,0.72,0.15,0.07,0.02,0.04,4.5,1.02
11760,24.99,18163,0.74,0.1,0.07,0.02,0.07,4.4,1.36,26.99,18184,0.75,0.18,0.01,0.03,0.03,4.6,0.81,17.99,6806,0.75,0.17,0.03,0.02,0.03,4.6,0.79,17.99,5780,0.75,0.18,0.01,0.03,0.03,4.6,0.81
11768,24.99,19112,0.71,0.17,0.01,0.02,0.09,4.4,1.43,28.99,16569,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,7081,0.7,0.18,0.06,0.05,0.01,4.5,0.81,16.99,12409,0.64,0.26,0.02,0.01,0.07,4.4,1.15
11770,24.99,14905,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,18009,0.78,0.15,0.02,0.01,0.04,4.6,0.89,17.99,16117,0.75,0.18,0.01,0.03,0.03,4.6,0.81,16.99,6045,0.82,0.07,0.04,0.03,0.04,4.6,0.97
11775,24.99,13812,0.78,0.07,0.06,0.05,0.04,4.5,1.15,28.99,11348,0.71,0.23,0.03,0.02,0.01,4.6,0.53,16.99,18610,0.82,0.03,0.04,0.05,0.06,4.5,1.36,15.99,19184,0.68,0.19,0.04,0.02,0.07,4.4,1.27
11787,26.99,18521,0.65,0.22,0.05,0.05,0.03,4.4,0.99,24.99,8243,0.73,0.16,0.04,0.01,0.06,4.5,1.1,16.99,14011,0.74,0.1,0.07,0.02,0.07,4.4,1.36,15.99,6319,0.74,0.18,0.02,0.03,0.03,4.6,0.77
11788,24.99,15473,0.77,0.12,0.01,0.05,0.05,4.5,1.21,24.99,18155,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,14952,0.76,0.08,0.04,0.02,0.1,4.4,1.64,16.99,9186,0.82,0.04,0.04,0.02,0.08,4.5,1.43
11801,24.99,6751,0.82,0.05,0.02,0.01,0.1,4.5,1.5,26.99,17826,0.71,0.17,0.01,0.02,0.09,4.4,1.43,16.99,15941,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,19147,0.81,0.08,0.06,0.01,0.04,4.6,0.93
11815,28.99,19857,0.86,0.03,0.01,0.04,0.06,4.6,1.22,26.99,7935,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,9692,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,5291,0.68,0.18,0.05,0.03,0.06,4.4,1.22
11818,26.99,15969,0.83,0.05,0.03,0.04,0.05,4.6,1.1,24.99,5654,0.83,0.05,0.05,0.03,0.04,4.6,1.04,17.99,11986,0.73,0.19,0.04,0.03,0.01,4.6,0.58,15.99,9581,0.73,0.16,0.04,0.01,0.06,4.5,1.1
11821,26.99,10263,0.75,0.17,0.03,0.02,0.03,4.6,0.79,26.99,12503,0.73,0.19,0.04,0.03,0.01,4.6,0.58,15.99,5050,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,6110,0.82,0.07,0.04,0.03,0.04,4.6,0.97
11829,24.99,8685,0.75,0.12,0.1,0.02,0.01,4.6,0.65,24.99,8958,0.82,0.09,0.01,0.03,0.05,4.6,1,16.99,19785,0.64,0.24,0.1,0.01,0.01,4.5,0.61,15.99,6388,0.75,0.17,0.03,0.02,0.03,4.6,0.79
11830,28.99,13283,0.65,0.22,0.05,0.05,0.03,4.4,0.99,24.99,8272,0.73,0.19,0.04,0.03,0.01,4.6,0.58,16.99,9198,0.75,0.18,0.01,0.03,0.03,4.6,0.81,17.99,15631,0.75,0.18,0.03,0.01,0.03,4.6,0.71
11833,26.99,5213,0.77,0.11,0.07,0.04,0.01,4.6,0.74,28.99,10269,0.77,0.13,0.06,0.03,0.01,4.6,0.68,17.99,12390,0.71,0.23,0.03,0.02,0.01,4.6,0.53,16.99,19148,0.69,0.14,0.14,0.02,0.01,4.5,0.77
11841,26.99,13686,0.64,0.26,0.02,0.01,0.07,4.4,1.15,24.99,6766,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,5825,0.74,0.14,0.05,0.03,0.04,4.5,1.06,15.99,5411,0.62,0.27,0.04,0.02,0.05,4.4,1.02
11842,28.99,10154,0.72,0.15,0.07,0.02,0.04,4.5,1.02,24.99,7662,0.76,0.08,0.02,0.06,0.08,4.4,1.54,15.99,11255,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,17843,0.62,0.26,0.05,0.02,0.05,4.4,1.05
11843,28.99,14432,0.77,0.13,0.06,0.03,0.01,4.6,0.68,26.99,13798,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,15809,0.6,0.32,0.01,0.03,0.04,4.4,0.95,17.99,8073,0.75,0.17,0.03,0.02,0.03,4.6,0.79
11846,28.99,17939,0.83,0.05,0.03,0.04,0.05,4.6,1.1,26.99,11842,0.7,0.2,0.05,0.01,0.04,4.5,0.9,16.99,8193,0.77,0.13,0.06,0.03,0.01,4.6,0.68,15.99,16112,0.77,0.12,0.01,0.05,0.05,4.5,1.21
11864,24.99,12677,0.7,0.18,0.06,0.05,0.01,4.5,0.81,24.99,16373,0.7,0.18,0.06,0.05,0.01,4.5,0.81,17.99,19825,0.72,0.14,0.07,0.04,0.03,4.5,0.98,15.99,8660,0.75,0.17,0.03,0.02,0.03,4.6,0.79
11869,24.99,17869,0.68,0.19,0.04,0.02,0.07,4.4,1.27,26.99,15192,0.7,0.18,0.06,0.05,0.01,4.5,0.81,17.99,9503,0.81,0.08,0.06,0.01,0.04,4.6,0.93,17.99,17879,0.7,0.2,0.05,0.01,0.04,4.5,0.9
11870,24.99,14311,0.52,0.4,0.03,0.03,0.02,4.4,0.66,28.99,9116,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,14207,0.64,0.26,0.02,0.01,0.07,4.4,1.15,15.99,18504,0.66,0.19,0.07,0.04,0.04,4.4,1.09
11871,28.99,12761,0.7,0.18,0.06,0.05,0.01,4.5,0.81,26.99,14375,0.6,0.28,0.08,0.02,0.02,4.4,0.76,15.99,7407,0.61,0.26,0.08,0.04,0.01,4.4,0.8,17.99,12981,0.62,0.24,0.08,0.05,0.01,4.4,0.86
11872,24.99,14671,0.78,0.07,0.06,0.05,0.04,4.5,1.15,26.99,10357,0.75,0.12,0.1,0.02,0.01,4.6,0.65,17.99,11981,0.77,0.12,0.05,0.03,0.03,4.6,0.86,17.99,18209,0.52,0.4,0.03,0.03,0.02,4.4,0.66
11881,24.99,17209,0.62,0.26,0.05,0.02,0.05,4.4,1.05,26.99,8754,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,7490,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,14934,0.68,0.18,0.05,0.03,0.06,4.4,1.22
11882,26.99,7583,0.69,0.18,0.07,0.02,0.04,4.5,0.93,24.99,17677,0.52,0.4,0.03,0.03,0.02,4.4,0.66,15.99,12543,0.68,0.19,0.04,0.02,0.07,4.4,1.27,17.99,8115,0.83,0.05,0.05,0.03,0.04,4.6,1.04
11887,24.99,19992,0.61,0.26,0.08,0.04,0.01,4.4,0.8,28.99,13176,0.7,0.2,0.05,0.01,0.04,4.5,0.9,15.99,11271,0.83,0.05,0.05,0.03,0.04,4.6,1.04,15.99,13378,0.77,0.13,0.06,0.03,0.01,4.6,0.68
